"IMG_Genome_ID_max_genes","x","y"
"643692001",-1.88135585585141,-5.84967515932555
"2816332117",-1.91004383499655,-5.66874796095637
"2571042012",-1.86482302647929,-5.60064723103078
"2510461070",-1.91294921556146,-5.75332634191562
"649633100",-1.91768502554875,-5.72869935193161
"2932994958",-2.05972647427288,-9.8600610192195
"2867461147",15.4870642379345,14.4887446794168
"2523231062",-1.67942668705555,-8.71419333208151
"2509601028",-6.4062472544035,-12.4637094471043
"644736322",2.48693494698705,-1.24963461384135
"2585428130",2.4786834554584,-1.29205678796251
"2582580746",2.48430091283304,-1.26544155070398
"2675903157",17.027336234474,14.5288101058302
"2585427650",17.2591755049891,14.5135241502685
"2524614758",17.2979881401311,14.5414789560478
"2806310649",15.7601915102309,14.2343217726074
"643886017",16.7425139160585,14.4100249697126
"2523533597",15.4851110880156,14.2325311702691
"2808606642",15.2225913079678,14.2460467299617
"2523231019",15.9801128536981,14.1767687840811
"2524023137",15.1773997069646,14.2356046435358
"2751185834",17.132374440618,14.4241214737126
"2857276557",15.9222526303222,14.596562181779
"2867030179",15.2916180490457,14.5653549290959
"2870625619",15.620994925511,14.4636207106919
"2843235134",15.7939527638794,14.5088479236428
"2865869608",16.7574368574785,14.4829079071047
"2548876973",15.1346548639811,14.2956405182925
"2634166153",16.5686250841256,14.333242100878
"2531839542",15.1797422533403,14.2974011359726
"2855319728",14.9822052144238,14.8627994040255
"2524023166",15.7006687364708,14.1858415751802
"2687453525",14.8810632307147,14.3992153657553
"2630968294",15.6813672014246,14.1852396771494
"2524614860",15.1434928194132,14.2890239677449
"2523231055",15.7703692069554,14.2218472220853
"2548877015",15.2773853948223,14.2520600417046
"643886015",15.4146004041392,14.2131453113123
"2523533527",15.7378036310237,14.1745506752751
"2868359304",15.1537751976988,14.4378008303136
"646564505",16.575789630922,14.3838491920383
"2919380674",16.5966172323159,14.4816555434725
"2893686931",15.8596926169507,14.5123710904693
"2923642967",16.553261715196,14.5323391292717
"648276689",16.6321956275296,13.5835799707672
"649989974",16.615037970794,13.5813899717514
"643886108",16.7137274505562,13.6944916555008
"2517287026",-2.56876565880492,22.6802393774727
"2516493031",-2.47630964887153,22.2964087419907
"2788500099",23.7515731028021,15.5920409396238
"2848061456",25.4469081539668,15.8850038160473
"639633010",25.0615338222747,16.1538986472526
"2700989373",25.2720544363272,15.9230068841385
"2597490250",25.030737435867,15.9142320168666
"644736330",25.0195399386692,15.9411992341067
"2671180601",24.6518442613033,16.2721133865171
"2663763384",24.2320658630405,15.8355114616875
"643886102",25.1545009775587,16.3322163305257
"2597490243",25.2284876677299,15.9902015348875
"2660238656",25.052981589683,15.9474287298916
"2693429521",24.6173661392672,15.9984214902759
"2671180748",25.1068611379505,16.2689047220037
"646311910",25.3922024363039,16.4022004651978
"2671180475",24.9230177008644,15.8221763246752
"2690316009",25.0045170629756,16.2566182423569
"2802429577",24.6293509033779,16.0052298874355
"649633019",25.2213618271445,16.2776020186464
"651053007",25.364113195343,16.3829685185822
"2690315693",25.3872727565718,16.4163564268408
"2695420660",24.7635683305915,15.893573268922
"2690316073",25.0565726433275,15.7637326201406
"2695420510",24.6619113068737,16.3046382861788
"2695420736",25.4563712182826,16.1863653941194
"2663763404",25.0451255167328,15.952678176137
"2597490219",25.1654874468347,16.6186374929321
"2660238454",24.9538996019013,16.1909952848012
"2660238131",24.9520583947624,16.3386494234599
"2700989372",25.3252100183449,16.6520040322394
"2663763018",25.0154335286933,16.7119364459941
"2675903354",25.4321394800041,15.9903066080089
"2600254978",25.235134204051,15.852243139757
"2671180426",25.3982945839596,15.9354546132197
"2663763500",24.8403629591103,16.3193362901805
"648276678",23.8984178797824,15.6436286761082
"2519103191",24.5571036045106,16.0296791321187
"649989980",23.9895989792272,15.6893012254191
"647533207",24.085007321317,15.7333658201006
"2510065062",-0.896609194885904,13.3338566136619
"2751185703",-14.6629175469777,27.9329865923251
"644736339",-0.890742985035521,13.3244690572257
"2916404855",3.7635064644466,-51.5959077918488
"643886058",4.16664642177104,-50.1244261025475
"2681813557",4.63019876604127,-50.2939119889503
"647000230",3.28683607932166,-49.3254186835975
"2617270851",4.09628682454949,-51.2762616637883
"2681813517",4.57426824610811,-50.1828677380734
"2623620529",4.18709275444593,-51.3813068237661
"2554235426",4.84900309860185,-51.2754359938836
"2585427661",5.67273191690613,-50.7057160562178
"2627854278",5.18405615426506,-50.3659238698826
"651324023",5.13896984304257,-50.2858956089943
"2561511200",3.27225685207919,-49.6241025591373
"2808606813",4.32564801088996,-50.1319952836743
"2517572222",4.71674298217719,-50.3504108288414
"2558860241",3.48233604689806,-49.5029552021164
"2634166170",4.51861721457972,-50.2904038021176
"2773857908",3.72332152568864,-49.9257393250115
"2639762811",3.56946858501262,-49.6692143576384
"645951842",3.05625702273957,-49.4340196529549
"2571042744",4.44145972987927,-49.8439771907556
"2923453845",3.71841498627896,-51.5434627936445
"2775507246",3.97720328206616,-49.8745572657707
"2524614613",3.97115659048237,-51.4342463095966
"2918343737",3.50140441205098,-51.4420045222665
"2529292557",4.19348246551221,-51.7002744722452
"639279307",3.05925015275331,-49.4609685939432
"2556921045",2.97974871570186,-49.174850702578
"2773857867",4.15063763244908,-50.0571206358106
"647000231",4.95421717324683,-50.416502345192
"643692019",4.73943123577153,-51.3618150405786
"2606217205",4.36395933920522,-51.4665513247403
"643886002",4.45052522657656,-50.1192584038004
"2515154018",3.33258332578735,-49.5345461499322
"2862073393",3.96654276598183,-50.7481273545506
"2630968455",3.23525239797814,-49.4582197748038
"2561511185",3.16266303135228,-49.321713174207
"2515154131",4.71772062093889,-50.4508949649241
"648276634",4.48556446736835,-51.4736554386215
"2811995197",3.92348573703293,-49.9656403789333
"2931446255",4.43599455275043,-50.5523737176066
"2634166344",4.56903388666416,-50.2110870656747
"2623620533",4.11454988707893,-50.1571069126609
"2515154153",3.72808089015188,-49.8860110533513
"2515154156",4.86089968938487,-49.9081137648967
"2556921672",4.93372749766489,-50.0158332955356
"2872045035",3.90228557154063,-51.5153590964869
"2541047000",4.22818753206344,-51.7757968732515
"2808606807",4.23812947844858,-50.5121741171448
"2600254920",3.84086370974811,-50.1003608158482
"2513237121",2.81950723048291,-50.0047823897564
"2623620535",3.33966795490414,-49.3984195290401
"643886057",3.87615720978313,-50.0297078877684
"2615840659",3.48373629824401,-49.6265042679114
"2551306128",4.51272359296864,-50.1545537844253
"2848159128",3.84522948165795,-51.5148442191672
"2515154059",4.7610186740053,-50.4173689930161
"641522620",4.96208676722331,-50.262155847242
"2597490209",4.52319105130714,-50.2400071587182
"2811995306",7.24954835620202,12.3537922048219
"2811995212",3.6278791218786,-51.1012367111596
"2623620536",5.18287675619129,-50.1512708183051
"2834342532",-10.5857761106323,-0.0613871339343707
"2675903565",-10.6643583790182,-0.0322607811125526
"2728369259",-10.6884591968153,0.0436759436590888
"2841082593",-10.5933669065975,-0.00960354870008504
"2841078895",-10.5859436464154,0.0220655882796534
"2724679793",-10.697586401053,0.0542118049479679
"2744054500",-10.7707741378749,-0.0418725060889825
"2645727719",-16.9871907261724,2.43934000917058
"2630968850",-17.166953236935,2.55011707005268
"2563366550",-17.1524216221787,2.81139689613085
"645058725",-17.0952204810015,2.39103427389381
"2548876531",-17.1107403791412,2.33044705609798
"2568526319",-17.1870261999085,2.14868954716725
"645058739",-17.0302556358955,2.36353319204409
"2875591110",-16.6006200396631,3.50745943245623
"2619619251",-17.0268446036946,2.45644301141128
"2775507221",-17.1851451328635,2.51133787969904
"2865429847",-16.6897399951029,3.59791844209428
"2865389921",-16.7350316942579,3.42716109230192
"647000278",-17.1161738802087,2.66168224704537
"2600254956",-17.1769374086381,2.62788202298674
"2865192396",-16.7370497223163,3.5501028448515
"2865543863",-16.7607456430972,3.22474238443229
"2619619252",-17.0579198194911,2.60472174198227
"2545555864",-17.0504803821766,2.45665490664575
"2865418304",-16.769632005617,3.39534501590314
"2645727597",-17.1582641016172,2.24508838589613
"2865532394",-16.6953180959539,3.34246576809217
"2811995252",-17.0554147307057,2.5444900777685
"2865376297",-16.0863723242981,2.56147705601156
"2865439911",-16.7156509601848,3.46770521954585
"2865591264",-16.7544558536007,3.44682278572385
"2865357517",-16.6665173214517,3.38249199383227
"2865380423",-16.7317530965968,3.21524789027545
"2865445953",-15.8900507019028,2.47871895087636
"2867052265",-15.4536367668435,4.20168522898329
"2865347724",-15.2831376728613,2.48195936025573
"2856228341",-15.5839353731359,4.51830581110281
"2869196048",-15.1749468858084,5.04248212545869
"2648501395",-14.4601661116911,4.58153719227322
"639633044",-14.469474989356,4.5810250157248
"2865363366",-15.7101819689451,2.9410714800117
"2519103087",-16.2208264983716,2.2723899128259
"2728369596",-14.4168543242168,4.29230154530163
"2866967103",-14.9981770313459,2.49621768713478
"2865351897",-15.442637455855,4.52318250319168
"2617271075",-14.003926398727,5.22347274485717
"2869221657",-15.7518329019262,4.3070678802079
"2734481951",-17.5207319900575,-29.614808712163
"2808606776",-14.4175979613327,4.62568182967515
"2865573456",-15.3501334775323,4.67882172775902
"2871780381",-15.362198308463,4.48530030696857
"2636415843",-14.3315018347546,4.60196970410216
